DATE,MONTH,Fall,Winter,Spring,Summer,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,willRain,SeattleTwoDaysBeforePrecip,Humidity Diff
6/20/2014,6,0,0,0,1,40,73,31,29.84,26.94,55,7.9,8,4.6,0,87,58,360,24,0,0,0,350,17,0,0,-6
6/21/2014,6,0,0,0,1,36,70,32,29.85,26.94,53,10.2,5,1.3,0,86,54,300,31,0,0,0,300,21,0,0.54,1
6/22/2014,6,0,0,0,1,35,71,29,29.86,26.96,53,7.3,6,1.9,0,87,55,310,23,0,0,0,300,18,0,0,-3
6/23/2014,6,0,0,0,1,35,73,25,29.86,26.96,54,6.1,8,3.6,0,89,57,290,21,0,0,0,180,14,0,0.2,-4
6/24/2014,6,0,0,0,1,42,76,31,29.82,26.93,57,10.7,11,6.3,0,87,65,330,26,0,0,0,300,22,0,0.56,6
6/25/2014,6,0,0,0,1,46,72,45,29.8,26.9,56,10.6,7,2,0,84,59,300,36,0.01,0,0,300,29,1,0.35,14
6/26/2014,6,0,0,0,1,51,67,58,29.75,26.85,57,6,2,-3.3,0,75,59,250,22,0.09,0,0,250,17,1,0.49,13
6/27/2014,6,0,0,0,1,49,67,54,29.8,26.88,57,4.8,2,-3.7,0,75,58,320,22,0.01,0,0,320,17,1,0,-4
6/28/2014,6,0,0,0,1,42,67,44,29.88,26.96,54,5.2,2,-4,0,79,55,330,21,0,0,0,340,15,0,0.13,-10
6/29/2014,6,0,0,0,1,37,67,36,29.96,27.06,52,9.3,2,-4.3,0,81,53,330,28,0,0,0,340,20,0,0.27,-8
6/30/2014,6,0,0,0,1,36,67,33,30.05,27.11,52,7.8,2,-4.6,0,84,50,280,22,0,0,0,290,15,0,0,-3
7/1/2014,7,0,0,0,1,34,78,22,29.89,26.99,55,6.6,13,6,0,96,60,130,20,0,0,0,140,14,0,0,-11
7/2/2014,7,0,0,0,1,37,83,21,29.76,26.9,58,6.2,18,10.7,0,100,65,290,28,0,0,0,290,21,0,0,-1
7/3/2014,7,0,0,0,1,42,81,28,29.79,26.91,59,5.6,16,8.4,0,98,63,10,21,0,0,0,330,14,0,0,7
7/4/2014,7,0,0,0,1,44,82,27,29.8,26.93,60,6.5,17,9.1,0,99,65,330,23,0,0,0,320,20,0,0,-1
7/5/2014,7,0,0,0,1,38,81,24,29.94,27.06,58,5.9,16,7.8,0,98,64,360,23,0,0,0,350,16,0,1.31,-3
7/6/2014,7,0,0,0,1,39,85,22,29.92,27.04,59,6.9,20,11.5,0,102,67,360,20,0,0,0,330,15,0,0.63,-2
7/7/2014,7,0,0,0,1,42,81,26,29.89,27.01,60,7.3,16,7.2,0,97,64,300,25,0,0,0,280,18,0,0.2,4
7/8/2014,7,0,0,0,1,44,82,29,29.84,26.96,60,4.3,17,7.9,0,99,65,350,21,0,0,0,350,15,0,0,3
7/9/2014,7,0,0,0,1,48,81,34,29.82,26.94,61,8.2,16,6.6,0,92,69,310,35,0,0,0,320,29,0,0,5
7/10/2014,7,0,0,0,1,48,82,32,29.78,26.9,62,3.9,17,7.3,0,98,66,20,21,0,0,0,220,15,0,0.54,-2
7/11/2014,7,0,0,0,1,45,85,27,29.81,26.95,61,7.4,20,10.1,0,100,69,270,22,0,0,0,280,18,0,0.08,-5
7/12/2014,7,0,0,0,1,40,88,20,29.96,27.08,60,7.3,23,12.8,0,100,75,290,17,0,0,0,340,12,0,0.02,-7
7/13/2014,7,0,0,0,1,43,87,21,29.93,27.06,62,5.3,22,11.5,0,104,70,330,16,0,0,0,330,12,0,0,1
7/14/2014,7,0,0,0,1,45,88,22,29.82,26.96,63,8.7,23,12.3,0,103,73,340,26,0,0,0,330,18,0,0,1
7/15/2014,7,0,0,0,1,46,83,28,29.87,27,62,11.8,18,7.1,0,96,69,320,29,0,0,0,310,23,0,0,6
7/16/2014,7,0,0,0,1,48,81,33,29.85,26.98,62,5.4,16,4.9,0,97,65,280,23,0,0,0,280,17,0,0,5
7/17/2014,7,0,0,0,1,44,85,24,29.77,26.9,61,4.8,20,8.7,0,98,71,320,18,0,0,0,330,13,0,0,-9
7/18/2014,7,0,0,0,1,34,79,22,29.83,26.95,56,6.4,14,2.5,0,94,64,320,24,0,0,0,310,17,0,0,-2
7/19/2014,7,0,0,0,1,42,78,28,29.86,26.98,58,6.9,13,1.3,0,93,62,320,25,0,0,0,330,20,0,0,6
7/20/2014,7,0,0,0,1,47,81,34,29.77,26.9,60,5.9,16,4.2,0,98,64,190,30,0.06,0,0,190,25,1,0,6
7/21/2014,7,0,0,0,1,54,77,46,29.9,27.03,63,5.1,12,0,0,83,71,210,23,0,0,0,140,15,0,0,12
7/22/2014,7,0,0,0,1,49,80,37,29.98,27.08,62,7.6,15,2.9,0,93,66,330,26,0.02,0,0,320,21,1,0,-9
7/23/2014,7,0,0,0,1,47,79,38,29.9,27,61,5.9,14,1.8,0,96,62,340,26,0.03,0,0,340,22,1,0,1
7/24/2014,7,0,0,0,1,36,68,35,30.05,27.13,51,9.9,3,-9.3,0,77,58,300,25,0,0,0,300,21,0,0,-3
7/25/2014,7,0,0,0,1,33,69,31,29.98,27.06,51,5.9,4,-8.4,0,85,52,290,25,0,0,0,330,15,0,0.15,-4
7/26/2014,7,0,0,0,1,31,76,21,29.99,27.09,54,6,11,-1.4,0,94,58,330,22,0,0,0,330,17,0,0,-10
7/27/2014,7,0,0,0,1,36,81,20,29.96,27.07,57,5.1,16,3.5,0,99,62,310,16,0,0,0,300,10,0,0.22,-1
7/28/2014,7,0,0,0,1,42,85,23,29.93,27.06,61,6.9,20,7.5,0,100,70,140,24,0,0,0,80,17,0,0,3
7/29/2014,7,0,0,0,1,49,86,31,29.96,27.08,63,8.1,21,8.5,0,98,74,310,38,0,0,0,320,29,0,0,8
7/30/2014,7,0,0,0,1,50,84,33,30,27.1,63,7.1,19,6.5,0,96,72,80,32,0,0,0,60,25,0,0,2
7/31/2014,7,0,0,0,1,47,83,30,29.97,27.08,61,7.2,18,5.5,0,97,68,80,41,0,0,0,70,32,0,0,-3
8/1/2014,8,0,0,0,1,47,82,32,29.94,27.05,62,5.8,17,4.5,0,98,66,250,18,0,0,0,250,15,0,0,2
8/2/2014,8,0,0,0,1,45,86,26,29.93,27.01,62,6.2,21,8.6,0,99,72,120,23,0,0,0,120,18,0,0,-6
8/3/2014,8,0,0,0,1,47,85,29,29.84,26.96,63,5.8,20,7.6,0,99,70,120,28,0,0,0,120,22,0,0,3
8/4/2014,8,0,0,0,1,51,82,35,29.85,26.98,63,13,17,4.7,0,90,74,140,33,0,0,0,150,26,0,0,6
8/5/2014,8,0,0,0,1,57,78,51,29.88,26.99,64,10,13,0.8,0,88,68,130,38,0,0,0,130,28,0,0,16
8/6/2014,8,0,0,0,1,55,76,51,29.95,27.05,63,11.3,11,-1.1,0,83,69,120,31,0,0,0,130,24,0,0,0
8/7/2014,8,0,0,0,1,51,78,44,29.92,27.01,62,4.7,13,1.1,0,90,66,140,20,0,0,0,130,16,0,0,-7
8/8/2014,8,0,0,0,1,49,78,38,29.86,26.98,61,5,13,1.2,0,92,64,330,22,0,0,0,330,13,0,0,-6
8/9/2014,8,0,0,0,1,46,79,33,29.95,27.06,60,6.5,14,2.4,0,93,65,140,29,0,0,0,130,16,0,0,-5
8/10/2014,8,0,0,0,1,47,83,31,29.97,27.08,62,5.1,18,6.5,0,98,67,300,20,0,0,0,130,12,0,0,-2
8/11/2014,8,0,0,0,1,43,87,24,29.91,27.03,61,9,22,10.7,0,102,72,200,31,0,0,0,210,25,0,0,-7
8/12/2014,8,0,0,0,1,50,79,38,29.9,27.01,62,11.8,14,2.9,0,90,68,250,41,0,0,0,250,32,0,0,14
8/13/2014,8,0,0,0,1,56,77,56,29.87,26.96,63,7.5,12,1.1,0,88,65,120,38,0.06,0,0,120,31,1,0,18
8/14/2014,8,0,0,0,1,54,74,56,29.89,26.98,61,5.3,9,-1.7,0,85,63,210,22,0,0,0,330,12,0,0.07,0
8/15/2014,8,0,0,0,1,49,75,44,29.93,27.03,60,4.9,10,-0.5,0,87,62,330,17,0,0,0,330,14,0,0.25,-12
8/16/2014,8,0,0,0,1,46,76,39,29.98,27.08,58,5.4,11,0.8,0,91,60,360,20,0,0,0,340,16,0,0,-5
8/17/2014,8,0,0,0,1,44,79,31,29.93,27.03,59,6.1,14,4,0,95,63,290,25,0,0,0,300,21,0,0.02,-8
8/18/2014,8,0,0,0,1,46,79,33,29.79,26.9,60,5.2,14,4.2,0,95,62,280,16,0,0,0,300,13,0,0.14,2
8/19/2014,8,0,0,0,1,44,81,31,29.66,26.8,59,7.2,16,6.5,0,94,67,290,33,0,0,0,310,28,0,0.05,-2
8/20/2014,8,0,0,0,1,47,76,38,29.74,26.86,59,4.7,11,1.8,0,86,65,70,22,0,0,0,60,18,0,0,7
8/21/2014,8,0,0,0,1,41,71,36,29.85,26.95,55,6,6,-3,0,83,58,120,17,0,0,0,120,14,0,0.03,-2
8/22/2014,8,0,0,0,1,39,70,34,29.83,26.93,53,8.4,5,-3.7,0,81,59,350,28,0,0,0,350,23,0,0.01,-2
8/23/2014,8,0,0,0,1,43,65,47,29.95,27.03,54,7,0,-8.4,0,79,51,330,25,0,0,0,320,21,0,0,13
8/24/2014,8,0,0,0,1,43,67,44,29.89,26.98,54,6.2,2,-6.1,0,80,54,220,16,0.05,0,0,220,13,1,0,-3
8/25/2014,8,0,0,0,1,49,65,58,29.93,27.01,56,5.8,0,-7.8,0,72,58,150,22,0.03,0,0,150,18,1,0,14
8/26/2014,8,0,0,0,1,47,69,47,30.02,27.09,57,4,4,-3.5,0,82,55,260,15,0,0,0,280,12,0,0,-11
8/27/2014,8,0,0,0,1,42,75,32,30.01,27.09,57,5.8,10,2.8,0,89,61,330,17,0,0,0,130,12,0,0,-15
8/28/2014,8,0,0,0,1,41,76,29,29.93,27.03,57,4.6,11,4.1,0,91,61,360,17,0,0,0,120,14,0,0,-3
8/29/2014,8,0,0,0,1,42,76,31,29.81,26.92,57,4.7,11,4.5,0,91,61,220,28,0.01,0,0,210,20,1,0.07,2
8/30/2014,8,0,0,0,1,44,69,44,29.8,26.91,55,8.9,4,-2.2,0,81,56,320,47,0.01,0,0,320,36,1,0.09,13
8/31/2014,8,0,0,0,1,44,61,55,29.95,27.01,52,4.8,0,-9.9,4,74,48,320,26,0,0,0,340,16,0,0,11
9/1/2014,9,1,0,0,0,39,63,43,29.99,27.05,51,5.7,0,-7.6,2,77,49,320,17,0,0,0,310,13,0,0,-12
9/2/2014,9,1,0,0,0,35,72,28,29.77,26.85,52,5.7,7,1.8,0,89,55,290,22,0,0,0,300,13,0,0,-15
9/3/2014,9,1,0,0,0,34,62,37,29.88,26.98,49,10.2,0,-7.9,3,71,53,300,28,0,0,0,320,22,0,0,9
9/4/2014,9,1,0,0,0,33,60,38,30.01,27.06,47,4.2,0,-9.5,5,76,44,290,14,0,0,0,330,10,0,0,1
9/5/2014,9,1,0,0,0,31,65,28,30.05,27.11,49,4.6,0,-4.2,0,81,49,310,13,0,0,0,320,10,0,0,-10
9/6/2014,9,1,0,0,0,29,72,23,29.99,27.06,50,5.3,7,3.2,0,89,55,170,17,0,0,0,140,14,0,0,-5
9/7/2014,9,1,0,0,0,30,74,21,29.81,26.91,52,5.4,9,5.5,0,91,56,320,18,0,0,0,320,14,0,0,-2
9/8/2014,9,1,0,0,0,29,74,21,29.73,26.85,51,5.6,9,5.9,0,89,59,320,17,0,0,0,140,14,0,0,0
9/9/2014,9,1,0,0,0,34,64,33,29.86,26.96,50,8.1,0,-3.8,1,78,50,310,26,0,0,0,320,22,0,0,12
9/10/2014,9,1,0,0,0,36,62,39,30.02,27.09,49,7.3,0,-5.4,3,76,48,330,28,0,0,0,330,21,0,0,6
9/11/2014,9,1,0,0,0,23,58,27,30.16,27.2,43,9.2,0,-9,7,70,46,160,26,0,0,0,150,21,0,0,-12
9/12/2014,9,1,0,0,0,19,62,23,30.1,27.13,43,9.5,0,-4.7,3,79,45,160,22,0,0,0,180,17,0,0,-4
9/13/2014,9,1,0,0,0,26,65,24,29.91,26.98,47,3.3,0,-1.3,0,80,50,140,14,0,0,0,130,12,0,0,1
9/14/2014,9,1,0,0,0,33,70,27,29.88,26.97,51,3.9,5,4.1,0,86,53,300,14,0,0,0,140,12,0,0,3
9/15/2014,9,1,0,0,0,34,74,24,29.9,27.01,54,4.1,9,8.5,0,92,56,280,38,0,0,0,260,26,0,0,-3
9/16/2014,9,1,0,0,0,46,80,33,29.81,26.92,60,5.7,15,14.8,0,93,67,260,28,0.02,0,0,250,22,1,0,9
9/17/2014,9,1,0,0,0,40,81,26,29.69,26.82,57,5.1,16,16.2,0,92,69,120,21,0,0,0,120,16,0,0,-7
9/18/2014,9,1,0,0,0,42,76,31,29.7,26.84,57,4.1,11,11.6,0,87,64,310,23,0,0,0,300,18,0,0,5
9/19/2014,9,1,0,0,0,46,68,48,29.96,27.05,56,5.8,3,4,0,79,57,310,20,0,0,0,310,16,0,0,17
9/20/2014,9,1,0,0,0,45,71,42,30,27.08,56,4.6,6,7.4,0,88,54,140,20,0,0,0,140,16,0,0,-6
9/21/2014,9,1,0,0,0,46,73,43,29.94,27.03,57,8.4,8,9.8,0,83,62,160,28,0,0,0,150,22,0,0,1
9/22/2014,9,1,0,0,0,53,72,55,29.95,27.04,60,4.8,7,9.1,0,82,61,270,17,0.01,0,0,270,14,1,0,12
9/23/2014,9,1,0,0,0,51,75,46,29.89,26.98,60,8.3,10,12.5,0,86,63,130,21,0.01,0,0,140,16,1,0.01,-9
9/24/2014,9,1,0,0,0,43,79,32,29.78,26.88,58,6.9,14,16.9,0,95,62,160,20,0,0,0,140,17,0,0.76,-14
9/25/2014,9,1,0,0,0,42,65,45,29.8,26.9,53,10.4,0,3.3,0,79,51,300,39,0.01,0,0,310,32,1,0,13
9/26/2014,9,1,0,0,0,39,64,41,29.91,26.98,51,8.4,0,2.7,1,71,56,320,21,0.02,0,0,320,18,1,0,-4
9/27/2014,9,1,0,0,0,49,60,74,29.82,26.89,54,4.1,0,-0.9,5,66,54,310,15,0.14,0,0,300,13,1,0,33
9/28/2014,9,1,0,0,0,52,59,81,29.86,26.93,55,5.3,0,-1.5,6,64,54,140,26,0.34,0,0,140,23,1,0,7
9/29/2014,9,1,0,0,0,50,58,80,29.9,26.96,53,7.8,0,-2.1,7,63,52,120,28,0.36,0,0,120,22,1,0,-1
9/30/2014,9,1,0,0,0,42,56,64,29.94,27,49,10,0,-3.7,9,62,50,300,29,0.02,0,0,300,23,1,0,-16
10/1/2014,10,1,0,0,0,37,53,58,30.12,27.14,45,7.4,0,-6.3,12,63,42,320,21,0,0,0,300,17,0,0,-6
10/2/2014,10,1,0,0,0,32,56,44,30.2,27.23,44,6.5,0,-2.9,9,68,44,300,18,0,0,0,320,13,0,0,-14
10/3/2014,10,1,0,0,0,34,59,43,30.31,27.32,46,5.7,0,0.5,6,72,45,150,16,0,0,0,150,12,0,0,-1
10/4/2014,10,1,0,0,0,39,60,47,30.2,27.22,49,5,0,1.9,5,74,46,270,14,0,0,0,300,12,0,0.02,4
10/5/2014,10,1,0,0,0,40,65,43,30.08,27.14,51,5.4,0,7.3,0,79,50,290,16,0,0,0,290,13,0,0,-4
10/6/2014,10,1,0,0,0,42,66,44,29.99,27.06,53,5,1,8.7,0,80,52,310,15,0,0,0,300,12,0,0,1
10/7/2014,10,1,0,0,0,42,68,43,29.92,27,53,5.1,3,11.1,0,82,53,120,15,0,0,0,130,12,0,0,-1
10/8/2014,10,1,0,0,0,36,65,37,29.88,26.96,50,4.8,0,8.5,0,79,51,130,18,0,0,0,120,15,0,0,-6
10/9/2014,10,1,0,0,0,38,62,48,29.93,27,49,4,0,5.9,3,75,48,290,21,0,0,0,340,15,0,0,11
10/10/2014,10,1,0,0,0,36,60,45,30.02,27.07,47,6.5,0,4.3,5,72,47,290,16,0,0,0,320,13,0,0,-3
10/11/2014,10,1,0,0,0,38,62,45,29.97,27.03,49,7.6,0,6.7,3,73,51,350,41,0,0,0,340,32,0,0,0
10/12/2014,10,1,0,0,0,35,54,50,30.17,27.2,45,8.5,0,-0.9,11,62,46,310,24,0,0,0,320,18,0,0,5
10/13/2014,10,1,0,0,0,28,61,33,30.06,27.11,45,11,0,6.5,4,76,46,120,24,0,0,0,140,18,0,0.02,-17
10/14/2014,10,1,0,0,0,26,71,20,29.73,26.82,49,13.3,6,16.9,0,80,61,150,30,0,0,0,140,25,0,0.5,-13
10/15/2014,10,1,0,0,0,33,59,44,29.82,26.93,45,7,0,5.3,6,71,47,280,43,0,0,0,280,35,0,0.85,24
10/16/2014,10,1,0,0,0,34,55,51,30.05,27.08,44,5.2,0,1.7,10,65,44,130,21,0,0,0,140,16,0,0,7
10/17/2014,10,1,0,0,0,31,58,40,29.94,26.98,45,6.7,0,5.1,7,70,45,150,21,0,0,0,150,16,0,0.04,-11
10/18/2014,10,1,0,0,0,36,57,48,29.99,27.03,46,4.8,0,4.5,8,71,42,140,14,0,0,0,140,12,0,0,8
10/19/2014,10,1,0,0,0,34,65,39,29.9,26.95,48,8.4,0,12.9,0,81,48,140,24,0,0,0,140,20,0,0,-9
10/20/2014,10,1,0,0,0,35,62,38,29.75,26.83,49,5.7,0,10.3,3,77,47,320,24,0.02,0,0,330,18,1,0,-1
10/21/2014,10,1,0,0,0,41,53,71,29.97,27.02,47,7,0,1.7,12,60,46,80,20,0.3,0,0,90,15,1,0,33
10/22/2014,10,1,0,0,0,34,54,49,30.04,27.07,45,12.3,0,3.1,11,63,44,250,31,0.01,0,0,140,21,1,0,-22
10/23/2014,10,1,0,0,0,46,57,71,30,27.05,50,7.5,0,6.6,8,62,52,200,23,0.05,0,0,210,17,1,0,22
10/24/2014,10,1,0,0,0,49,58,80,30.01,27.03,52,2.3,0,8,7,67,48,310,12,0.03,0,0,300,10,1,0,9
10/25/2014,10,1,0,0,0,40,60,60,29.79,26.85,48,6.5,0,10.4,5,78,41,260,30,0,0,0,260,23,0,0,-20
10/26/2014,10,1,0,0,0,34,50,56,30.01,27.06,43,7.8,0,0.8,15,57,42,290,26,0,0,0,290,20,0,0,-4
10/27/2014,10,1,0,0,0,32,42,67,30.18,27.18,38,3.9,0,-6.8,23,50,34,120,12,0,0,0,120,9,0,0,11
10/28/2014,10,1,0,0,0,28,50,45,30.17,27.17,40,9.5,0,1.6,15,62,37,140,28,0,0,0,140,22,0,0,-22
10/29/2014,10,1,0,0,0,38,53,58,30.17,27.18,46,3.2,0,5,12,62,43,300,16,0,0,0,320,13,0,0,13
10/30/2014,10,1,0,0,0,38,61,50,30.02,27.04,48,6.6,0,13.4,4,75,47,170,21,0,0,0,170,16,0,0,-8
10/31/2014,10,1,0,0,0,37,56,52,29.71,26.77,46,3.6,0,8.9,9,65,47,270,21,0,0,0,270,16,0,0,2
11/1/2014,11,1,0,0,0,39,45,87,29.81,26.67,41,7.6,0,-1.7,20,50,39,300,28,1.15,0,0,310,22,1,0.33,35
11/2/2014,11,1,0,0,0,34,43,72,30.09,27.1,38,8.4,0,-3.3,22,49,36,320,25,0.06,0,0,330,21,1,0.05,-15
11/3/2014,11,1,0,0,0,33,44,66,30.28,27.27,39,4.4,0,-1.9,21,54,33,120,12,0,0,0,130,9,0,0,-6
11/4/2014,11,1,0,0,0,36,48,64,30.31,27.31,43,8.4,0,2.6,17,53,42,140,22,0,0,0,150,17,0,0.12,-2
11/5/2014,11,1,0,0,0,43,55,70,30.36,27.35,48,3.5,0,10,10,63,47,130,17,0,0,0,130,14,0,0,6
11/6/2014,11,1,0,0,0,40,58,56,30.17,27.19,48,12,0,13.4,7,69,46,140,30,0,0,0,140,23,0,0,-14
11/7/2014,11,1,0,0,0,37,50,65,30.3,27.32,44,5.6,0,5.9,15,58,41,320,17,0,0,0,290,13,0,0,9
11/8/2014,11,1,0,0,0,37,48,71,30.32,27.29,42,3.6,0,4.3,17,57,38,140,18,0,0,0,140,15,0,0,6
11/9/2014,11,1,0,0,0,38,45,75,29.91,26.93,42,4.1,0,1.7,20,53,37,310,28,0.01,0,0,320,21,1,0,4
11/10/2014,11,1,0,0,0,26,38,58,29.98,26.99,35,10.4,0,-4.8,27,48,28,310,30,0,0,0,310,24,0,0,-17
11/11/2014,11,1,0,0,0,14,31,55,30.18,27.13,25,6,0,-11.4,34,40,22,160,28,0,0,0,150,20,0,0,-3
11/12/2014,11,1,0,0,0,-2,24,34,30.4,27.31,16,7.5,0,-18,41,30,17,140,25,0,0,0,150,21,0,0,-21
11/13/2014,11,1,0,0,0,15,24,72,30.16,27.06,22,9.2,0,-17.5,41,27,21,170,21,0.26,0,3.3,170,16,1,0,38
11/14/2014,11,1,0,0,0,23,22,89,30.01,26.95,24,5.4,0,-19.1,43,28,15,290,18,0.38,4,4.3,300,15,1,0,17
11/15/2014,11,1,0,0,0,7,12,81,30.42,27.29,11,2.7,0,-28.6,53,22,1,120,12,0,7,0,130,10,0,0,-8
11/16/2014,11,1,0,0,0,8,13,80,30.71,27.55,12,3.9,0,-27.2,52,22,4,140,13,0,6,0,130,10,0,0,-1
11/17/2014,11,1,0,0,0,7,13,81,30.68,27.51,11,2.1,0,-26.8,52,20,6,130,12,0,5,0,130,9,0,0,1
11/18/2014,11,1,0,0,0,7,13,80,30.55,27.38,11,0.8,0,-26.3,52,22,4,310,12,0,5,0,270,7,0,0,-1
11/19/2014,11,1,0,0,0,10,16,80,30.36,27.22,14,1.7,0,-22.9,49,23,9,330,7,0,5,0,280,6,0,0.02,0
11/20/2014,11,1,0,0,0,18,22,83,30.22,27.13,21,1.3,0,-16.5,43,30,14,270,9,0,4,0,270,7,0,0.01,3
11/21/2014,11,1,0,0,0,26,32,81,30.05,26.98,29,4.6,0,-6,33,41,23,120,23,0.08,4,0,120,18,1,0,-2
11/22/2014,11,1,0,0,0,37,42,81,29.84,26.87,40,9.9,0,4.4,23,48,36,120,29,0.18,1,0,120,22,1,0,0
11/23/2014,11,1,0,0,0,28,37,70,30.28,27.25,34,2.4,0,-0.2,28,46,28,290,13,0,0,0,280,10,0,0,-11
11/24/2014,11,1,0,0,0,27,38,63,30.4,27.35,35,5.5,0,1.2,27,47,29,210,17,0,0,0,220,14,0,0.01,-7
11/25/2014,11,1,0,0,0,39,47,74,30.28,27.26,43,6.2,0,10.6,18,54,39,120,16,0.03,0,0,130,13,1,0.72,11
11/26/2014,11,1,0,0,0,38,49,68,30.26,27.25,44,5.3,0,13,16,60,37,120,20,0,0,0,120,15,0,0.8,-6
11/27/2014,11,1,0,0,0,40,50,74,30.09,27.09,44,4.7,0,14.4,15,57,42,140,20,0.02,0,0,120,17,1,0.17,6
11/28/2014,11,1,0,0,0,33,53,55,29.76,26.78,43,5.4,0,17.8,12,65,40,120,20,0,0,0,120,16,0,0.35,-19
11/29/2014,11,1,0,0,0,30,42,50,29.62,26.71,40,11.9,0,7.2,23,55,29,320,32,0,0,0,320,26,0,0,-5
11/30/2014,11,1,0,0,0,17,26,68,30.17,27.14,24,4,0,-8.5,39,33,19,300,15,0,0,0,290,13,0,0,18
12/1/2014,12,0,1,0,0,26,32,82,30.23,27.17,29,5.3,0,-2.1,33,34,29,170,14,0.09,0,0.5,150,10,1,0.03,14
12/2/2014,12,0,1,0,0,32,33,96,30.14,27.08,32,3.1,0,-0.8,32,36,30,270,9,0.27,0,0,250,7,1,0,14
12/3/2014,12,0,1,0,0,38,40,90,29.94,26.93,39,3,0,6.6,25,46,34,210,24,0.27,0,0,220,21,1,0,-6
12/4/2014,12,0,1,0,0,43,49,88,29.94,26.98,45,4.9,0,15.9,16,57,40,130,20,0.12,0,0,130,16,1,0,-2
12/5/2014,12,0,1,0,0,38,40,96,30.15,27.14,39,2.2,0,7.2,25,46,34,130,12,0,0,0,120,9,0,0,8
12/6/2014,12,0,1,0,0,40,44,84,30.2,27.19,42,5.2,0,11.5,21,54,34,300,20,0.06,0,0,300,16,1,0,-12
12/7/2014,12,0,1,0,0,38,44,87,30.31,27.29,40,2,0,11.8,21,54,33,320,13,0,0,0,320,12,0,0,3
12/8/2014,12,0,1,0,0,37,42,87,30.28,27.26,39,3.4,0,10,23,50,34,140,16,0,0,0,140,14,0,0,0
12/9/2014,12,0,1,0,0,36,43,82,30.21,27.18,39,4.2,0,11.3,22,49,36,140,20,0,0,0,140,15,0,0,-5
12/10/2014,12,0,1,0,0,33,46,62,29.95,26.93,41,9.9,0,14.5,19,58,34,150,29,0,0,0,130,23,0,0,-20
12/11/2014,12,0,1,0,0,31,57,36,29.62,26.69,45,15.8,0,25.8,8,63,51,150,36,0,0,0,150,28,0,0,-26
12/12/2014,12,0,1,0,0,33,51,48,29.63,26.72,44,17.2,0,20,14,62,40,140,44,0.22,0,0,140,32,1,0.01,12
12/13/2014,12,0,1,0,0,31,40,74,30.07,27.08,36,11.1,0,9.2,25,45,34,300,23,0.01,0,0,320,21,1,0.29,26
12/14/2014,12,0,1,0,0,26,34,78,30.2,27.16,30,3.2,0,3.4,31,42,26,130,14,0,0,0,140,10,0,0,4
12/15/2014,12,0,1,0,0,25,37,63,30.13,27.08,32,7.3,0,6.5,28,44,29,130,22,0,0,0,110,16,0,0.3,-15
12/16/2014,12,0,1,0,0,30,39,73,29.99,26.98,35,10.4,0,8.7,26,42,36,140,28,0,0,0,140,22,0,0.28,10
12/17/2014,12,0,1,0,0,31,37,79,30.01,27.01,35,2.9,0,6.8,28,46,27,160,17,0,0,0,150,14,0,0.34,6
12/18/2014,12,0,1,0,0,32,41,70,30.1,27.09,37,8.4,0,10.9,24,47,34,150,18,0,0,0,150,15,0,0,-9
12/19/2014,12,0,1,0,0,35,41,77,30.07,27.07,39,10.4,0,11,24,45,36,150,30,0.16,0,0,140,22,1,0.13,7
12/20/2014,12,0,1,0,0,37,40,84,30,26.98,39,10,0,10.1,25,44,36,120,22,0.71,0,0,120,17,1,0.59,7
12/21/2014,12,0,1,0,0,40,44,90,29.97,26.99,42,7.6,0,14.2,21,47,40,340,35,0.76,0,0,340,28,1,0,6
12/22/2014,12,0,1,0,0,34,40,80,30.21,27.21,38,7.7,0,10.3,25,48,31,300,35,0.11,0,0,300,28,1,0.46,-10
12/23/2014,12,0,1,0,0,25,36,67,30.39,27.32,31,5.9,0,6.3,29,44,27,140,20,0,0,0,140,16,0,0.04,-13
12/24/2014,12,0,1,0,0,28,33,85,29.79,26.75,31,7.1,0,3.4,32,37,29,290,38,0.38,0,0.9,300,31,1,1.26,18
12/25/2014,12,0,1,0,0,23,32,72,29.95,26.95,28,16.8,0,2.4,33,37,27,320,36,0,1,0,320,28,0,0.37,-13
12/26/2014,12,0,1,0,0,23,29,74,30.24,27.21,27,8.1,0,-0.6,36,37,21,320,22,0,1,0,320,18,0,0.16,2
12/27/2014,12,0,1,0,0,20,27,73,30.34,27.25,25,8.7,0,-2.6,38,33,21,130,18,0.05,1,1,130,14,1,0.24,-1
12/28/2014,12,0,1,0,0,28,31,93,30.14,27.09,30,2.8,0,1.4,34,37,25,130,21,0.07,3,0.7,120,16,1,0.06,20
12/29/2014,12,0,1,0,0,24,27,86,30.23,27.18,26,4.5,0,-2.6,38,31,23,160,15,0.05,2,1.1,140,14,1,0.03,-7
12/30/2014,12,0,1,0,0,16,22,81,30.61,27.5,19,4.1,0,-7.6,43,25,18,150,13,0.01,3,0.2,150,10,1,0.5,-5
